Mass (Jupiter mass)	Period (d)	RV-Semiamplitude (m/s)	Probability
0.0031622776601683794	1.0	0.8689562042217391	0.0
0.0031622776601683794	1.1689518164985782	0.8248956593170518	0.0
0.0031622776601683794	1.3664483492953254	0.7830692104552561	0.0
0.0031622776601683794	1.5973122800602544	0.7433635774865115	0.0
0.0031622776601683794	1.86718109129192	0.7056712241466927	0.0
0.0031622776601683794	2.182644728397487	0.6698900668128682	0.0
0.0031622776601683794	2.5514065200312888	0.6359231980263711	0.0
0.0031622776601683794	2.9824712862168905	0.6036786240346727	0.0
0.0031622776601683794	3.486365227678085	0.5730690156412303	0.0
0.0031622776601683794	4.075392965871777	0.5440114716885293	0.0
0.0031622776601683794	4.763938010401341	0.5164272945337494	0.0
0.0031622776601683794	5.56881399094527	0.49024177690896914	0.0
0.0031622776601683794	6.50967523045817	0.46538399958865284	0.0
0.0031622776601683794	7.609496685459877	0.4417866393164354	0.0
0.0031622776601683794	8.895134973108235	0.41938578647100766	0.0
0.0031622776601683794	10.3979841848149	0.3981207719772758	0.0
0.0031622776601683794	12.154742500762865	0.3779340029940172	0.0
0.0031622776601683794	14.208308325339223	0.3587708069330143	0.0
0.0031622776601683794	16.608827826277157	0.3405792833872209	0.0
0.0031622776601683794	19.414919457438806	0.3233101635669317	0.0
0.0031622776601683794	22.695105366946684	0.30691667686325946	0.0
0.0031622776601683794	26.52948464431896	0.29135442417752994	0.0
0.0031622776601683794	31.011689265747787	0.2765812576735278	0.0
0.0031622776601683794	36.25117049988533	0.2625571666269212	0.0
0.0031622776601683794	42.37587160604063	0.2492441690627069	0.0
0.0031622776601683794	49.5353520895917	0.23660620888719436	0.0
0.0031622776601683794	57.90443980602486	0.2246090582359265	0.0
0.0031622776601683794	67.68750009458535	0.2132202247730628	0.0
0.0031622776601683794	79.12342618981323	0.2024088636911598	0.0
0.0031622776601683794	92.49147277217335	0.1921456941730153	0.0
0.0031622776601683794	108.11807510766077	0.18240292008932615	0.0
0.0031622776601683794	126.38482029342984	0.17315415471738219	0.0
0.0031622776601683794	147.73776525985113	0.1643743492769097	0.0
0.0031622776601683794	172.69832906594343	0.15603972508951403	0.0
0.0031622776601683794	201.8760254679039	0.14812770917798804	0.0
0.0031622776601683794	235.98334667821936	0.140616873131066	0.0
0.0031622776601683794	275.85316176291843	0.1334868750680484	0.0
0.0031622776601683794	322.45905452963945	0.12671840454611946	0.0
0.0031622776601683794	376.93909753883594	0.1202931302611454	0.0
0.0031622776601683794	440.6236427773573	0.11419365040031211	0.0
0.0031622776601683794	515.0678076168122	0.10840344551213897	0.0
0.0031622776601683794	602.0894493336132	0.10290683376622452	0.0
0.0031622776601683794	703.8135554931555	0.09768892848155392	0.0
