Mass (Jupiter mass)	Period (d)	RV-Semiamplitude (m/s)	Probability
0.0031622776601683794	1.0	1.3636744205578542	0.0
0.0031622776601683794	1.1689518164985782	1.294529119850581	0.0
0.0031622776601683794	1.3664483492953254	1.2288898412097358	0.0
0.0031622776601683794	1.5973122800602544	1.1665788112999718	0.0
0.0031622776601683794	1.86718109129192	1.1074272708075776	0.0
0.0031622776601683794	2.182644728397487	1.0512750173832597	0.0
0.0031622776601683794	2.5514065200312888	0.9979699717600728	0.0
0.0031622776601683794	2.9824712862168905	0.9473677658714044	0.0
0.0031622776601683794	3.486365227678085	0.8993313518534906	0.0
0.0031622776601683794	4.075392965871777	0.8537306308735154	0.0
0.0031622776601683794	4.763938010401341	0.8104421007780321	0.0
0.0031622776601683794	5.56881399094527	0.7693485216074211	0.0
0.0031622776601683794	6.50967523045817	0.7303385980704824	0.0
0.0031622776601683794	7.609496685459877	0.6933066781191984	0.0
0.0031622776601683794	8.895134973108235	0.6581524668073067	0.0
0.0031622776601683794	10.3979841848149	0.6247807546577098	0.0
0.0031622776601683794	12.154742500762865	0.5931011598030583	0.0
0.0031622776601683794	14.208308325339223	0.563027883201127	0.0
0.0031622776601683794	16.608827826277157	0.534479476262031	0.0
0.0031622776601683794	19.414919457438806	0.5073786202579376	0.0
0.0031622776601683794	22.695105366946684	0.48165191691783626	0.0
0.0031622776601683794	26.52948464431896	0.45722968964023264	0.0
0.0031622776601683794	31.011689265747787	0.4340457947853787	0.0
0.0031622776601683794	36.25117049988533	0.41203744253595764	0.0
0.0031622776601683794	42.37587160604063	0.39114502684105185	0.0
0.0031622776601683794	49.5353520895917	0.37131196398282573	0.0
0.0031622776601683794	57.90443980602486	0.35248453932870794	0.0
0.0031622776601683794	67.68750009458535	0.3346117618540247	0.0
0.0031622776601683794	79.12342618981323	0.3176452260410832	0.0
0.0031622776601683794	92.49147277217335	0.30153898078068186	0.0
0.0031622776601683794	108.11807510766077	0.28624940492098694	0.0
0.0031622776601683794	126.38482029342984	0.2717350891267207	0.0
0.0031622776601683794	147.73776525985113	0.25795672372869677	0.0
0.0031622776601683794	172.69832906594343	0.24487699225995868	0.0
0.0031622776601683794	201.8760254679039	0.23246047039018503	0.0
0.0031622776601683794	235.98334667821936	0.22067352998463863	0.0
0.0031622776601683794	275.85316176291843	0.20948424802781976	0.0
0.0031622776601683794	322.45905452963945	0.19886232016515948	0.0
0.0031622776601683794	376.93909753883594	0.18877897862859178	0.0
0.0031622776601683794	440.6236427773573	0.17920691432372188	0.0
0.0031622776601683794	515.0678076168122	0.17012020286757595	0.0
0.0031622776601683794	602.0894493336132	0.16149423437661542	0.0
0.0031622776601683794	703.8135554931555	0.15330564681486158	0.0
0.0031622776601683794	822.7241341700466	0.14553226272161143	0.0
0.0031622776601683794	961.7248711152964	0.13815302914738392	0.0
0.0031622776601683794	1124.2100350620863	0.1311479606354229	0.0
0.0031622776601683794	1314.1473626117568	0.12449808509432979	0.0
0.0031622776601683794	1536.1749466718281	0.11818539241523301	0.0
0.0031622776601683794	1795.714494371641	0.11219278569433011	0.0
0.0031622776601683794	2099.1037201085546	0.10650403492869821	0.0
0.0031622776601683794	2453.751106639817	0.10110373305996466	0.0
0.0031622776601683794	2868.3168133420118	0.09597725424678921	0.0
0.0031622776601683794	3352.9241492495566	0.09111071425314626	0.0
0.0031622776601683794	3919.406774847221	0.08649093284512432	0.0
0.0031622776601683794	4581.597669054491	0.08210539809440122	0.0
0.0031622776601683794	5355.666917706896	0.0779422324917163	0.0
0.0031622776601683794	6260.516572014822	0.07399016077856409	0.0
0.0031622776601683794	7318.2422190761745	0.07023847940998611	0.0
0.0031622776601683794	8554.672535565684	0.06667702756575604	0.0
0.0031622776601683794	10000.0	0.06329615963144714	0.0
0.0037693909753883596	1.0	1.6254789927262028	0.0
0.0037693909753883596	1.1689518164985782	1.5430588548611615	0.0
0.0037693909753883596	1.3664483492953254	1.464817841522546	0.0
0.0037693909753883596	1.5973122800602544	1.3905440496213815	0.0
0.0037693909753883596	1.86718109129192	1.3200363206442207	0.0
0.0037693909753883596	2.182644728397487	1.2531036958479527	0.0
0.0037693909753883596	2.5514065200312888	1.1895648990790313	0.0
0.0037693909753883596	2.9824712862168905	1.1292478458164286	20.0
0.0037693909753883596	3.486365227678085	1.071989177108633	0.0
0.0037693909753883596	4.075392965871777	1.0176338171424348	0.0
0.0037693909753883596	4.763938010401341	0.9660345532452512	0.0
0.0037693909753883596	5.56881399094527	0.9170516371834876	0.0
0.0037693909753883596	6.50967523045817	0.8705524066771256	0.0
0.0037693909753883596	7.609496685459877	0.8264109261054612	0.0
0.0037693909753883596	8.895134973108235	0.7845076454309126	0.0
0.0037693909753883596	10.3979841848149	0.7447290764171411	0.0
0.0037693909753883596	12.154742500762865	0.7069674852645789	0.0
0.0037693909753883596	14.208308325339223	0.6711206008309129	0.0
0.0037693909753883596	16.608827826277157	0.6370913376462914	0.0
0.0037693909753883596	19.414919457438806	0.6047875329730829	0.0
0.0037693909753883596	22.695105366946684	0.5741216971980548	0.0
0.0037693909753883596	26.52948464431896	0.5450107768809531	0.0
0.0037693909753883596	31.011689265747787	0.5173759298177355	0.0
0.0037693909753883596	36.25117049988533	0.49114231150925547	0.0
0.0037693909753883596	42.37587160604063	0.4662388724570804	0.0
0.0037693909753883596	49.5353520895917	0.442598165737454	0.0
0.0037693909753883596	57.90443980602486	0.42015616433224723	0.0
0.0037693909753883596	67.68750009458535	0.3988520877221696	0.0
0.0037693909753883596	79.12342618981323	0.3786282372725944	0.0
