Mass (Jupiter mass)	Period (d)	RV-Semiamplitude (m/s)	Probability
0.0031622776601683794	1.0	0.9230564166832795	0.0
0.0031622776601683794	1.1689518164985782	0.8762527129992039	0.0
0.0031622776601683794	1.3664483492953254	0.8318221976045482	0.0
0.0031622776601683794	1.5973122800602544	0.7896445376578123	0.0
0.0031622776601683794	1.86718109129192	0.7496055018109206	0.0
0.0031622776601683794	2.182644728397487	0.7115966508321518	0.0
0.0031622776601683794	2.5514065200312888	0.6755150439160748	0.0
0.0031622776601683794	2.9824712862168905	0.6412629598850813	0.0
0.0031622776601683794	3.486365227678085	0.608747632527433	0.0
0.0031622776601683794	4.075392965871777	0.577880999355029	0.0
0.0031622776601683794	4.763938010401341	0.5485794631004463	0.0
0.0031622776601683794	5.56881399094527	0.520763665307306	0.0
0.0031622776601683794	6.50967523045817	0.49435827140077154	0.0
0.0031622776601683794	7.609496685459877	0.46929176665607536	0.0
0.0031622776601683794	8.895134973108235	0.445496262512493	0.0
0.0031622776601683794	10.3979841848149	0.42290731270819043	0.0
0.0031622776601683794	12.154742500762865	0.4014637387379827	0.0
0.0031622776601683794	14.208308325339223	0.38110746416127833	0.0
0.0031622776601683794	16.608827826277157	0.36178335731146444	0.0
0.0031622776601683794	19.414919457438806	0.3434390819807337	0.0
0.0031622776601683794	22.695105366946684	0.32602495567595696	0.0
0.0031622776601683794	26.52948464431896	0.30949381506171303	0.0
0.0031622776601683794	31.011689265747787	0.2938008882260472	0.0
0.0031622776601683794	36.25117049988533	0.2789036734230127	0.0
0.0031622776601683794	42.37587160604063	0.26476182396358805	0.0
0.0031622776601683794	49.5353520895917	0.2513370389432169	0.0
0.0031622776601683794	57.90443980602486	0.23859295951002266	0.0
0.0031622776601683794	67.68750009458535	0.22649507039275824	0.0
0.0031622776601683794	79.12342618981323	0.21501060642179393	0.0
0.0031622776601683794	92.49147277217335	0.20410846378997252	0.0
0.0031622776601683794	108.11807510766077	0.19375911581299443	0.0
0.0031622776601683794	126.38482029342984	0.18393453296118423	0.0
0.0031622776601683794	147.73776525985113	0.17460810694605805	0.0
0.0031622776601683794	172.69832906594343	0.1657545786560914	0.0
0.0031622776601683794	201.8760254679039	0.15734996974651433	0.0
0.0031622776601683794	235.98334667821936	0.1493715176978558	0.0
0.0031622776601683794	275.85316176291843	0.14179761416735256	0.0
0.0031622776601683794	322.45905452963945	0.1346077464662597	0.0
0.0031622776601683794	376.93909753883594	0.12778244200456101	0.0
0.0031622776601683794	440.6236427773573	0.12130321555261903	0.0
0.0031622776601683794	515.0678076168122	0.11515251917693003	0.0
0.0031622776601683794	602.0894493336132	0.10931369471439321	0.0
0.0031622776601683794	703.8135554931555	0.1037709286563794	0.0
0.0031622776601683794	822.7241341700466	0.0985092093204084	0.0
0.0031622776601683794	961.7248711152964	0.09351428619344312	0.0
0.0031622776601683794	1124.2100350620863	0.08877263133668746	0.0
0.0031622776601683794	1314.1473626117568	0.08427140274735881	0.0
0.0031622776601683794	1536.1749466718281	0.07999840957820768	0.0
0.0031622776601683794	1795.714494371641	0.07594207912058573	0.0
0.0031622776601683794	2099.1037201085546	0.07209142546164247	0.0
0.0031622776601683794	2453.751106639817	0.06843601973076278	0.0
0.0031622776601683794	2868.3168133420118	0.06496596185466308	0.0
0.0031622776601683794	3352.9241492495566	0.061671853744649334	0.0
0.0031622776601683794	3919.406774847221	0.05854477384341872	0.0
0.0031622776601683794	4581.597669054491	0.05557625296246939	0.0
0.0031622776601683794	5355.666917706896	0.05275825134467752	0.0
0.0031622776601683794	6260.516572014822	0.050083136889919826	0.0
0.0031622776601683794	7318.2422190761745	0.04754366448476877	0.0
0.0031622776601683794	8554.672535565684	0.04513295638027839	0.0
0.0031622776601683794	10000.0	0.04284448356471736	0.0
0.0037693909753883596	1.0	1.100269673638356	0.0
0.0037693909753883596	1.1689518164985782	1.0444803471716357	0.0
0.0037693909753883596	1.3664483492953254	0.991519826244305	0.0
0.0037693909753883596	1.5973122800602544	0.9412446758789857	0.0
0.0037693909753883596	1.86718109129192	0.8935187339887299	0.0
0.0037693909753883596	2.182644728397487	0.8482127426041013	0.0
0.0037693909753883596	2.5514065200312888	0.805203997798938	0.0
0.0037693909753883596	2.9824712862168905	0.7643760173666805	0.0
0.0037693909753883596	3.486365227678085	0.7256182253472147	0.0
0.0037693909753883596	4.075392965871777	0.6888256525498264	0.0
0.0037693909753883596	4.763938010401341	0.6538986522611818	0.0
0.0037693909753883596	5.56881399094527	0.6207426303683725	0.0
0.0037693909753883596	6.50967523045817	0.5892677891661109	0.0
0.0037693909753883596	7.609496685459877	0.5593888841542145	0.0
0.0037693909753883596	8.895134973108235	0.5310249931667117	0.0
0.0037693909753883596	10.3979841848149	0.5040992972072836	0.0
0.0037693909753883596	12.154742500762865	0.4785388723974792	0.0
0.0037693909753883596	14.208308325339223	0.45427449247422225	0.0
0.0037693909753883596	16.608827826277157	0.43124044130171113	0.0
0.0037693909753883596	19.414919457438806	0.4093743348899286	0.0
0.0037693909753883596	22.695105366946684	0.38861695243772676	0.0
0.0037693909753883596	26.52948464431896	0.3689120759428972	0.0
0.0037693909753883596	31.011689265747787	0.35020633794483386	0.0
0.0037693909753883596	36.25117049988533	0.3324490769874255	0.0
0.0037693909753883596	42.37587160604063	0.31559220041072233	0.0
0.0037693909753883596	49.5353520895917	0.2995900540997704	0.0
0.0037693909753883596	57.90443980602486	0.284399298837849	0.0
0.0037693909753883596	67.68750009458535	0.26997879292923466	0.0
0.0037693909753883596	79.12342618981323	0.2562894807735942	0.0
0.0037693909753883596	92.49147277217335	0.2432942870902283	0.0
0.0037693909753883596	108.11807510766077	0.2309580165056898	0.0
0.0037693909753883596	126.38482029342984	0.2192472582328255	0.0
0.0037693909753883596	147.73776525985113	0.20813029558308083	0.0
0.0037693909753883596	172.69832906594343	0.19757702006699498	0.0
0.0037693909753883596	201.8760254679039	0.1875588498502429	0.0
0.0037693909753883596	235.98334667821936	0.1780486523443749	0.0
0.0037693909753883596	275.85316176291843	0.16902067072260307	0.0
0.0037693909753883596	322.45905452963945	0.16045045416161602	0.0
0.0037693909753883596	376.93909753883594	0.1523147916204906	0.0
0.0037693909753883596	440.6236427773573	0.1445916489773543	0.0
0.0037693909753883596	515.0678076168122	0.13726010935354171	0.0
0.0037693909753883596	602.0894493336132	0.130300316463622	0.0
0.0037693909753883596	703.8135554931555	0.12369342083787267	0.0
0.0037693909753883596	822.7241341700466	0.11742152877154853	0.0
0.0037693909753883596	961.7248711152964	0.11146765386268642	0.0
0.0037693909753883596	1124.2100350620863	0.1058156710071917	0.0
0.0037693909753883596	1314.1473626117568	0.10045027272661013	0.0
0.0037693909753883596	1536.1749466718281	0.09535692771030653	0.0
0.0037693909753883596	1795.714494371641	0.09052184145976763	0.0
0.0037693909753883596	2099.1037201085546	0.08593191892844142	0.0
0.0037693909753883596	2453.751106639817	0.08157472905592815	0.0
0.0037693909753883596	2868.3168133420118	0.07743847110047052	0.0
0.0037693909753883596	3352.9241492495566	0.07351194267855944	0.0
0.0037693909753883596	3919.406774847221	0.069784509425096	0.0
0.0037693909753883596	4581.597669054491	0.06624607619193917	0.0
0.0037693909753883596	5355.666917706896	0.06288705970683511	0.0
0.0037693909753883596	6260.516572014822	0.05969836261867932	0.0
0.0037693909753883596	7318.2422190761745	0.05667134885881736	0.0
0.0037693909753883596	8554.672535565684	0.053797820251654145	0.0
0.0037693909753883596	10000.0	0.05106999431122569	0.0
0.004493061600600462	1.0	1.3115051019944544	0.0
0.004493061600600462	1.1689518164985782	1.2450050538235484	0.0
0.004493061600600462	1.3664483492953254	1.1818768998221794	0.0
0.004493061600600462	1.5973122800602544	1.1219496676286227	0.0
0.004493061600600462	1.86718109129192	1.0650610540584782	0.0
0.004493061600600462	2.182644728397487	1.0110569855328309	0.0
0.004493061600600462	2.5514065200312888	0.9597912007949623	0.0
0.004493061600600462	2.9824712862168905	0.91112485478547	0.0
0.004493061600600462	3.486365227678085	0.8649261426029536	0.0
0.004493061600600462	4.075392965871777	0.821069942531827	0.0
0.004493061600600462	4.763938010401341	0.779437477170453	0.0
0.004493061600600462	5.56881399094527	0.7399159917418252	0.0
0.004493061600600462	6.50967523045817	0.7023984487155512	0.0
0.004493061600600462	7.609496685459877	0.6667832379140676	0.0
0.004493061600600462	8.895134973108235	0.6329739013179637	0.0
0.004493061600600462	10.3979841848149	0.6008788718250865	0.0
0.004493061600600462	12.154742500762865	0.570411225255903	0.0
0.004493061600600462	14.208308325339223	0.5414884449334646	0.0
0.004493061600600462	16.608827826277157	0.5140321982003759	0.0
0.004493061600600462	19.414919457438806	0.4879681242675044	0.0
0.004493061600600462	22.695105366946684	0.4632256328198479	0.0
0.004493061600600462	26.52948464431896	0.43973771283412105	0.0
0.004493061600600462	31.011689265747787	0.41744075109027207	0.0
0.004493061600600462	36.25117049988533	0.39627435988539844	0.0
0.004493061600600462	42.37587160604063	0.3761812134834523	0.0
0.004493061600600462	49.5353520895917	0.357106892857786	0.0
0.004493061600600462	57.90443980602486	0.3389997383060489	0.0
0.004493061600600462	67.68750009458535	0.32181070953826596	0.0
0.004493061600600462	79.12342618981323	0.3054932528591698	0.0
0.004493061600600462	92.49147277217335	0.29000317508507095	0.0
0.004493061600600462	108.11807510766077	0.2752985238537909	0.0
0.004493061600600462	126.38482029342984	0.26133947400349616	0.0
0.004493061600600462	147.73776525985113	0.24808821971271022	0.0
0.004493061600600462	172.69832906594343	0.2355088721093799	0.0
0.004493061600600462	201.8760254679039	0.22356736207168898	16.0
0.004493061600600462	235.98334667821936	0.2122313479573707	0.0
0.004493061600600462	275.85316176291843	0.20147012801161618	0.0
0.004493061600600462	322.45905452963945	0.19125455721635465	0.0
0.004493061600600462	376.93909753883594	0.1815569683557003	0.0
0.004493061600600462	440.6236427773573	0.17235109708378749	0.0
0.004493061600600462	515.0678076168122	0.16361201079205245	0.0
0.004493061600600462	602.0894493336132	0.15531604108330757	0.0
0.004493061600600462	703.8135554931555	0.14744071966972913	0.0
0.004493061600600462	822.7241341700466	0.13996471752114467	0.0
0.004493061600600462	961.7248711152964	0.13286778709881628	0.0
0.004493061600600462	1124.2100350620863	0.12613070751826705	0.0
0.004493061600600462	1314.1473626117568	0.11973523249263449	0.0
0.004493061600600462	1536.1749466718281	0.11366404091556317	0.0
0.004493061600600462	1795.714494371641	0.10790068994979868	0.0
0.004493061600600462	2099.1037201085546	0.10242957049443117	0.0
0.004493061600600462	2453.751106639817	0.0972358649101782	0.0
0.004493061600600462	2868.3168133420118	0.09230550688821307	0.0
0.004493061600600462	3352.9241492495566	0.08762514335384992	0.0
0.004493061600600462	3919.406774847221	0.08318209830190759	0.0
0.004493061600600462	4581.597669054491	0.07896433846580651	0.0
0.004493061600600462	5355.666917706896	0.07496044072741857	0.0
0.004493061600600462	6260.516572014822	0.07115956117940538	0.0
0.004493061600600462	7318.2422190761745	0.06755140575625476	0.0
0.004493061600600462	8554.672535565684	0.06412620235447467	0.0
0.004493061600600462	10000.0	0.060874674366436496	0.0
0.005355666917706897	1.0	1.5632943555255057	0.0
0.005355666917706897	1.1689518164985782	1.4840272983179836	0.0
0.005355666917706897	1.3664483492953254	1.4087794882446512	0.0
0.005355666917706897	1.5973122800602544	1.3373471288218894	0.0
0.005355666917706897	1.86718109129192	1.269536757095059	0.0
0.005355666917706897	2.182644728397487	1.2051647196754793	0.0
0.005355666917706897	2.5514065200312888	1.1440566753450236	0.0
0.005355666917706897	2.9824712862168905	1.0860471228812223	0.0
0.005355666917706897	3.486365227678085	1.0309789528240534	0.0
0.005355666917706897	4.075392965871777	0.9787030219704658	0.0
0.005355666917706897	4.763938010401341	0.9290777494442118	0.0
0.005355666917706897	5.56881399094527	0.8819687332470195	0.0
0.005355666917706897	6.50967523045817	0.8372483862525878	0.0
0.005355666917706897	7.609496685459877	0.7947955906575571	0.0
0.005355666917706897	8.895134973108235	0.7544953699535933	0.0
0.005355666917706897	10.3979841848149	0.71623857753217	0.0
0.005355666917706897	12.154742500762865	0.6799216010786907	0.0
0.005355666917706897	14.208308325339223	0.6454460819553474	0.0
0.005355666917706897	16.608827826277157	0.6127186488127085	0.0
0.005355666917706897	19.414919457438806	0.5816506647085722	0.0
0.005355666917706897	22.695105366946684	0.5521579870491885	0.0
0.005355666917706897	26.52948464431896	0.5241607397026992	0.0
0.005355666917706897	31.011689265747787	0.49758309666759437	0.0
0.005355666917706897	36.25117049988533	0.47235307671029236	0.0
0.005355666917706897	42.37587160604063	0.44840234841564724	0.0
0.005355666917706897	49.5353520895917	0.4256660451223994	0.0
0.005355666917706897	57.90443980602486	0.4040825892423487	0.0
0.005355666917706897	67.68750009458535	0.383593525487449	0.0
0.005355666917706897	79.12342618981323	0.36414336255314517	0.0
0.005355666917706897	92.49147277217335	0.34567942282917885	0.0
0.005355666917706897	108.11807510766077	0.32815169973082947	0.0
0.005355666917706897	126.38482029342984	0.31151272226419263	0.0
0.005355666917706897	147.73776525985113	0.2957174264586973	0.0
0.005355666917706897	172.69832906594343	0.28072303331865234	0.0
0.005355666917706897	201.8760254679039	0.2664889329632789	20.0
0.005355666917706897	235.98334667821936	0.25297657464143825	0.0
0.005355666917706897	275.85316176291843	0.24014936232317638	0.0
0.005355666917706897	322.45905452963945	0.22797255558531662	0.0
0.005355666917706897	376.93909753883594	0.2164131755226593	0.0
0.005355666917706897	440.6236427773573	0.20543991542996887	0.0
0.005355666917706897	515.0678076168122	0.1950230560128429	0.0
0.005355666917706897	602.0894493336132	0.1851343848978248	0.0
0.005355666917706897	703.8135554931555	0.17574712022376912	0.0
0.005355666917706897	822.7241341700466	0.16683583810751546	0.0
0.005355666917706897	961.7248711152964	0.1583764037874268	0.0
0.005355666917706897	1124.2100350620863	0.15034590625830374	0.0
0.005355666917706897	1314.1473626117568	0.14272259622064443	0.0
0.005355666917706897	1536.1749466718281	0.13548582717619603	0.0
0.005355666917706897	1795.714494371641	0.12861599951026434	0.0
0.005355666917706897	2099.1037201085546	0.12209450740933772	0.0
0.005355666917706897	2453.751106639817	0.11590368847026028	0.0
0.005355666917706897	2868.3168133420118	0.11002677586447875	0.0
0.005355666917706897	3352.9241492495566	0.10444785292780819	0.0
0.005355666917706897	3919.406774847221	0.09915181005272958	0.0
0.005355666917706897	4581.597669054491	0.09412430376646971	0.0
0.005355666917706897	5355.666917706896	0.08935171788403244	0.0
0.005355666917706897	6260.516572014822	0.08482112663097112	0.0
0.005355666917706897	7318.2422190761745	0.08052025963602599	0.0
0.005355666917706897	8554.672535565684	0.0764374686988145	0.0
0.005355666917706897	10000.0	0.07256169624257074	0.0
0.006383880454607352	1.0	1.8634230200356519	0.0
0.006383880454607352	1.1689518164985782	1.768937897250617	0.0
0.006383880454607352	1.3664483492953254	1.67924365572642	0.0
0.006383880454607352	1.5973122800602544	1.594097373163985	0.0
0.006383880454607352	1.86718109129192	1.5132684446731157	0.0
0.006383880454607352	2.182644728397487	1.4365379582165716	0.0
0.006383880454607352	2.5514065200312888	1.3636981017223337	0.0
0.006383880454607352	2.9824712862168905	1.2945516002583297	0.0
0.006383880454607352	3.486365227678085	1.2289111817452902	0.0
0.006383880454607352	4.075392965871777	1.1665990697607103	0.0
0.006383880454607352	4.763938010401341	1.1074465020602535	0.0
0.006383880454607352	5.56881399094527	1.0512932735126002	0.0
0.006383880454607352	6.50967523045817	0.997987302209842	0.0
0.006383880454607352	7.609496685459877	0.9473842175783133	0.0
0.006383880454607352	8.895134973108235	0.899346969374318	0.0
0.006383880454607352	10.3979841848149	0.8537454565057822	0.0
0.006383880454607352	12.154742500762865	0.8104561746745579	0.0
0.006383880454607352	14.208308325339223	0.7693618818850708	0.0
0.006383880454607352	16.608827826277157	0.7303512809134001	0.0
0.006383880454607352	19.414919457438806	0.6933187178768063	0.0
0.006383880454607352	22.695105366946684	0.6581638960873344	0.0
