Mass (Jupiter mass)	Period (d)	RV-Semiamplitude (m/s)	Probability
0.0031622776601683794	1.0	0.9034325647738825	0.0
0.0031622776601683794	1.1689518164985782	0.8576238912237264	0.0
0.0031622776601683794	1.3664483492953254	0.8141379528219871	0.0
0.0031622776601683794	1.5973122800602544	0.7728569749606796	0.0
0.0031622776601683794	1.86718109129192	0.733669154809658	0.0
0.0031622776601683794	2.182644728397487	0.6964683585167921	0.0
0.0031622776601683794	2.5514065200312888	0.6611538337616498	0.0
0.0031622776601683794	2.9824712862168905	0.6276299368841868	0.0
0.0031622776601683794	3.486365227678085	0.5958058738494113	0.0
0.0031622776601683794	4.075392965871777	0.5655954543464744	0.0
0.0031622776601683794	4.763938010401341	0.5369168583561974	0.0
0.0031622776601683794	5.56881399094527	0.509692414554827	0.0
0.0031622776601683794	6.50967523045817	0.48384838995385776	0.0
0.0031622776601683794	7.609496685459877	0.45931479020619703	0.0
0.0031622776601683794	8.895134973108235	0.43602517003783364	0.0
0.0031622776601683794	10.3979841848149	0.41391645329159404	0.0
0.0031622776601683794	12.154742500762865	0.39292876209560673	0.0
0.0031622776601683794	14.208308325339223	0.3730052546938012	0.0
0.0031622776601683794	16.608827826277157	0.3540919714992355	0.0
0.0031622776601683794	19.414919457438806	0.33613768895331086	0.0
0.0031622776601683794	22.695105366946684	0.3190937807950743	0.0
0.0031622776601683794	26.52948464431896	0.3029140863648816	0.0
0.0031622776601683794	31.011689265747787	0.2875547855857407	0.0
0.0031622776601683794	36.25117049988533	0.2729742802837437	0.0
0.0031622776601683794	42.37587160604063	0.2591330815261623	0.0
0.0031622776601683794	49.5353520895917	0.24599370267208145	0.0
0.0031622776601683794	57.90443980602486	0.23352055784591505	0.0
0.0031622776601683794	67.68750009458535	0.22167986555883631	0.0
0.0031622776601683794	79.12342618981323	0.2104395572170965	0.0
0.0031622776601683794	92.49147277217335	0.19976919026944265	0.0
0.0031622776601683794	108.11807510766077	0.18963986575840697	0.0
0.0031622776601683794	126.38482029342984	0.1800241500521698	0.0
0.0031622776601683794	147.73776525985113	0.1708960005450196	0.0
0.0031622776601683794	172.69832906594343	0.16223069512518068	0.0
0.0031622776601683794	201.8760254679039	0.1540047652189852	0.0
0.0031622776601683794	235.98334667821936	0.1461959322300497	0.0
0.0031622776601683794	275.85316176291843	0.13878304720131118	0.0
0.0031622776601683794	322.45905452963945	0.13174603353650935	0.0
0.0031622776601683794	376.93909753883594	0.12506583262598278	0.0
0.0031622776601683794	440.6236427773573	0.11872435222951723	0.0
0.0031622776601683794	515.0678076168122	0.1127044174764492	0.0
0.0031622776601683794	602.0894493336132	0.10698972435031487	0.0
0.0031622776601683794	703.8135554931555	0.10156479553206774	0.0
0.0031622776601683794	822.7241341700466	0.09641493848227088	0.0
0.0031622776601683794	961.7248711152964	0.09152620564873816	0.0
0.0031622776601683794	1124.2100350620863	0.0868853566918524	0.0
0.0031622776601683794	1314.1473626117568	0.0824798226252537	0.0
0.0031622776601683794	1536.1749466718281	0.07829767177477968	0.0
0.0031622776601683794	1795.714494371641	0.07432757746346175	0.0
0.0031622776601683794	2099.1037201085546	0.07055878733505869	0.0
0.0031622776601683794	2453.751106639817	0.06698109423304441	0.0
0.0031622776601683794	2868.3168133420118	0.06358480855618069	0.0
0.0031622776601683794	3352.9241492495566	0.06036073201580461	0.0
0.0031622776601683794	3919.406774847221	0.057300132723756156	0.0
0.0031622776601683794	4581.597669054491	0.05439472154347606	0.0
0.0031622776601683794	5355.666917706896	0.051636629640224384	0.0
0.0031622776601683794	6260.516572014822	0.049018387169618524	0.0
0.0031622776601683794	7318.2422190761745	0.04653290304677176	0.0
0.0031622776601683794	8554.672535565684	0.04417344574124043	0.0
0.0031622776601683794	10000.0	0.041933625045766074	0.0
0.0037693909753883596	1.0	1.0768783535167268	0.0
0.0037693909753883596	1.1689518164985782	1.0222750871823723	0.0
0.0037693909753883596	1.3664483492953254	0.9704404870438268	0.0
0.0037693909753883596	1.5973122800602544	0.9212341674974733	0.0
0.0037693909753883596	1.86718109129192	0.874522861211205	0.0
0.0037693909753883596	2.182644728397487	0.8301800581914809	0.0
0.0037693909753883596	2.5514065200312888	0.7880856631515349	0.0
0.0037693909753883596	2.9824712862168905	0.7481256702527813	0.0
0.0037693909753883596	3.486365227678085	0.7101918543384979	0.0
0.0037693909753883596	4.075392965871777	0.6741814778235502	0.0
0.0037693909753883596	4.763938010401341	0.6399970124463137	0.0
0.0037693909753883596	5.56881399094527	0.607545875129201	0.0
0.0037693909753883596	6.50967523045817	0.5767401772324209	0.0
0.0037693909753883596	7.609496685459877	0.5474964865218566	0.0
0.0037693909753883596	8.895134973108235	0.5197356012063993	0.0
0.0037693909753883596	10.3979841848149	0.49338233543274734	0.0
0.0037693909753883596	12.154742500762865	0.4683653156567233	0.0
0.0037693909753883596	14.208308325339223	0.44461678733961024	0.0
0.0037693909753883596	16.608827826277157	0.4220724314459779	0.0
0.0037693909753883596	19.414919457438806	0.4006711902460122	0.0
0.0037693909753883596	22.695105366946684	0.38035510195056105	0.0
0.0037693909753883596	26.52948464431896	0.36106914373103355	0.0
0.0037693909753883596	31.011689265747787	0.3427610826989972	0.0
0.0037693909753883596	36.25117049988533	0.32538133444187484	0.0
0.0037693909753883596	42.37587160604063	0.308882828731609	0.0
0.0037693909753883596	49.5353520895917	0.2932208820425869	0.0
0.0037693909753883596	57.90443980602486	0.27835307653356184	0.0
0.0037693909753883596	67.68750009458535	0.2642391451658133	0.0
0.0037693909753883596	79.12342618981323	0.25084086264640615	0.0
0.0037693909753883596	92.49147277217335	0.23812194190118732	0.0
0.0037693909753883596	108.11807510766077	0.22604793579713367	0.0
0.0037693909753883596	126.38482029342984	0.2145861438478814	0.0
0.0037693909753883596	147.73776525985113	0.20370552364976544	0.0
0.0037693909753883596	172.69832906594343	0.19337660680850538	0.0
0.0037693909753883596	201.8760254679039	0.18357141912884178	0.0
0.0037693909753883596	235.98334667821936	0.1742634048509674	0.0
0.0037693909753883596	275.85316176291843	0.16542735472856038	0.0
0.0037693909753883596	322.45905452963945	0.1570393377536319	0.0
0.0037693909753883596	376.93909753883594	0.1490766363432734	0.0
0.0037693909753883596	440.6236427773573	0.14151768481276972	0.0
0.0037693909753883596	515.0678076168122	0.1343420109684418	0.0
0.0037693909753883596	602.0894493336132	0.12753018066203128	0.0
0.0037693909753883596	703.8135554931555	0.12106374515646418	0.0
0.0037693909753883596	822.7241341700466	0.11492519116043926	0.0
0.0037693909753883596	961.7248711152964	0.10909789339652089	0.0
0.0037693909753883596	1124.2100350620863	0.10356606957427268	0.0
0.0037693909753883596	1314.1473626117568	0.09831473764648452	0.0
0.0037693909753883596	1536.1749466718281	0.09332967523272898	0.0
0.0037693909753883596	1795.714494371641	0.08859738110035148	0.0
0.0037693909753883596	2099.1037201085546	0.08410503859857264	0.0
0.0037693909753883596	2453.751106639817	0.07984048094666912	0.0
0.0037693909753883596	2868.3168133420118	0.07579215828222229	0.0
